match_id,team_code,player_name,is_starter,llm_player_rotation,mem_rotation,shuf_rotation
25-26-prem-aston-villa-vs-leeds-united,7,Cash,1,,0.2,
25-26-prem-aston-villa-vs-leeds-united,7,Digne,0,,0.2,
25-26-prem-aston-villa-vs-leeds-united,7,Konsa,1,,0.0,
25-26-prem-aston-villa-vs-leeds-united,7,Maatsen,1,,0.8,
25-26-prem-aston-villa-vs-leeds-united,7,Mings,1,,0.8,
25-26-prem-aston-villa-vs-leeds-united,7,Bogarde,0,,,
25-26-prem-aston-villa-vs-leeds-united,7,Rogers,1,,0.0,
25-26-prem-aston-villa-vs-leeds-united,7,Buendía,1,,0.8,
25-26-prem-aston-villa-vs-leeds-united,7,Barkley,0,,0.8,
25-26-prem-aston-villa-vs-leeds-united,7,Watkins,1,,0.0,
25-26-prem-aston-villa-vs-leeds-united,7,Sancho,0,,0.8,
25-26-prem-aston-villa-vs-leeds-united,7,Wright,0,,,
25-26-prem-aston-villa-vs-leeds-united,7,Burrowes,0,,,
25-26-prem-aston-villa-vs-leeds-united,7,Proctor,0,,,
25-26-prem-aston-villa-vs-leeds-united,7,Patterson,0,,,
25-26-prem-aston-villa-vs-leeds-united,7,Lindelöf,0,,0.8,
25-26-prem-aston-villa-vs-leeds-united,7,Onana,1,,0.0,
25-26-prem-aston-villa-vs-leeds-united,7,Douglas Luiz,1,,0.0,
25-26-prem-aston-villa-vs-leeds-united,7,Bailey,1,,0.2,
25-26-prem-aston-villa-vs-leeds-united,7,Hollingshead,0,,,
25-26-prem-aston-villa-vs-leeds-united,7,Leon Routh,0,,,
25-26-prem-aston-villa-vs-leeds-united,7,Martinez,1,,0.0,
25-26-prem-aston-villa-vs-leeds-united,7,Carroll,0,,,
25-26-prem-aston-villa-vs-leeds-united,7,Pau,0,,0.0,
25-26-prem-aston-villa-vs-leeds-united,7,A.García,0,,0.8,
25-26-prem-aston-villa-vs-leeds-united,7,George Hemmings,0,,,
25-26-prem-aston-villa-vs-leeds-united,7,Abraham,0,,0.8,
25-26-prem-aston-villa-vs-leeds-united,2,Aaronson,1,,0.2,
25-26-prem-aston-villa-vs-leeds-united,2,James,0,0.2,0.8,
25-26-prem-aston-villa-vs-leeds-united,2,Ampadu,1,,0.0,
25-26-prem-aston-villa-vs-leeds-united,2,Gruev,1,,0.8,
25-26-prem-aston-villa-vs-leeds-united,2,Piroe,0,,0.8,
25-26-prem-aston-villa-vs-leeds-united,2,Nmecha,0,0.8,0.8,
25-26-prem-aston-villa-vs-leeds-united,2,Longstaff,0,,0.8,
25-26-prem-aston-villa-vs-leeds-united,2,Calvert-Lewin,1,0.2,0.0,
25-26-prem-aston-villa-vs-leeds-united,2,Justin,1,,0.0,
25-26-prem-aston-villa-vs-leeds-united,2,Meslier,0,,0.0,
25-26-prem-aston-villa-vs-leeds-united,2,Bijol,0,,0.8,
25-26-prem-aston-villa-vs-leeds-united,2,Tanaka,0,,0.2,
25-26-prem-aston-villa-vs-leeds-united,2,Stach,1,0.2,0.8,
25-26-prem-aston-villa-vs-leeds-united,2,Perri,0,,0.7,
25-26-prem-aston-villa-vs-leeds-united,2,Darlow,1,,0.7,
25-26-prem-aston-villa-vs-leeds-united,2,Bogle,1,,0.0,
25-26-prem-aston-villa-vs-leeds-united,2,Gnonto,0,,0.0,
25-26-prem-aston-villa-vs-leeds-united,2,Chambers,0,,0.8,
25-26-prem-aston-villa-vs-leeds-united,2,Bornauw,0,,0.8,
25-26-prem-aston-villa-vs-leeds-united,2,Byram,0,,0.8,
25-26-prem-aston-villa-vs-leeds-united,2,Gudmundsson,1,,0.8,
25-26-prem-aston-villa-vs-leeds-united,2,Struijk,1,0.2,0.0,
25-26-prem-aston-villa-vs-leeds-united,2,Rodon,1,,0.0,
25-26-prem-aston-villa-vs-leeds-united,2,Buonanotte,0,,0.2,
25-26-prem-aston-villa-vs-leeds-united,2,Cairns,0,,0.7,
25-26-prem-chelsea-vs-burnley,8,Sánchez,1,,0.2,
25-26-prem-chelsea-vs-burnley,8,Jörgensen,0,,0.8,
25-26-prem-chelsea-vs-burnley,8,Gusto,1,0.2,0.2,
25-26-prem-chelsea-vs-burnley,8,B.Badiashile,0,,0.8,
25-26-prem-chelsea-vs-burnley,8,Fofana,1,,0.2,
25-26-prem-chelsea-vs-burnley,8,Tosin,0,,0.2,
25-26-prem-chelsea-vs-burnley,8,Acheampong,0,,0.8,
25-26-prem-chelsea-vs-burnley,8,Palmer,1,0.2,0.0,
25-26-prem-chelsea-vs-burnley,8,Neto,1,,0.2,
25-26-prem-chelsea-vs-burnley,8,Enzo,1,,0.2,
25-26-prem-chelsea-vs-burnley,8,Estêvão,0,,0.2,
25-26-prem-chelsea-vs-burnley,8,Caicedo,1,,0.0,
25-26-prem-chelsea-vs-burnley,8,Andrey Santos,1,,0.8,
25-26-prem-chelsea-vs-burnley,8,João Pedro,1,,0.8,
25-26-prem-chelsea-vs-burnley,8,Marc Guiu,0,,0.8,
25-26-prem-chelsea-vs-burnley,8,Garnacho,0,,0.2,
25-26-prem-chelsea-vs-burnley,8,Hato,0,0.2,0.8,
25-26-prem-chelsea-vs-burnley,8,Emenalo,0,,,
25-26-prem-chelsea-vs-burnley,8,Sharman-Lowe,0,,1.0,
25-26-prem-chelsea-vs-burnley,8,M.Sarr,0,,0.7,
25-26-prem-chelsea-vs-burnley,8,Merrick,0,,,
25-26-prem-chelsea-vs-burnley,8,Chalobah,1,,0.7,
25-26-prem-chelsea-vs-burnley,8,Slonina,0,,0.7,
25-26-prem-chelsea-vs-burnley,8,James,1,0.2,0.8,
25-26-prem-chelsea-vs-burnley,8,Lavia,0,,0.2,
25-26-prem-chelsea-vs-burnley,8,Delap,0,,0.8,
25-26-prem-chelsea-vs-burnley,90,Hladký,0,,0.2,
25-26-prem-chelsea-vs-burnley,90,Edwards,1,,0.2,
25-26-prem-chelsea-vs-burnley,90,Barnes,0,,0.2,
25-26-prem-chelsea-vs-burnley,90,Dúbravka,1,,0.8,
25-26-prem-chelsea-vs-burnley,90,Ward-Prowse,0,,0.2,
25-26-prem-chelsea-vs-burnley,90,Ugochukwu,1,,0.2,
25-26-prem-chelsea-vs-burnley,90,Foster,0,,0.2,
25-26-prem-chelsea-vs-burnley,90,Ekdal,0,,0.2,
25-26-prem-chelsea-vs-burnley,90,Estève,1,,0.2,
25-26-prem-chelsea-vs-burnley,90,Worrall,1,,0.8,
25-26-prem-chelsea-vs-burnley,90,Humphreys,1,,0.8,
25-26-prem-chelsea-vs-burnley,90,Hannibal,1,,0.2,
25-26-prem-chelsea-vs-burnley,90,Laurent,1,,0.2,
25-26-prem-chelsea-vs-burnley,90,Tchaouna,0,,0.2,
25-26-prem-chelsea-vs-burnley,90,Anthony,1,,0.8,
25-26-prem-chelsea-vs-burnley,90,Bruun Larsen,0,,0.8,
25-26-prem-chelsea-vs-burnley,90,Boateng,0,,0.8,
25-26-prem-chelsea-vs-burnley,90,Flemming,1,,0.2,
25-26-prem-chelsea-vs-burnley,90,Florentino,0,,0.8,
25-26-prem-chelsea-vs-burnley,90,Pimlott,0,,,
25-26-prem-chelsea-vs-burnley,90,Brierley,0,,,
25-26-prem-chelsea-vs-burnley,90,Walker,1,,0.8,
25-26-prem-chelsea-vs-burnley,90,Hartman,0,,0.2,
25-26-prem-chelsea-vs-burnley,90,Lucas Pires,0,,0.2,
25-26-prem-chelsea-vs-burnley,90,Weiss,0,,,
25-26-prem-brentford-vs-brighton-hove-albion,94,Collins,0,0.8,0.0,
25-26-prem-brentford-vs-brighton-hove-albion,94,Lewis-Potter,1,,0.0,
25-26-prem-brentford-vs-brighton-hove-albion,94,Ajer,1,,0.2,
25-26-prem-brentford-vs-brighton-hove-albion,94,Henry,1,,0.2,
25-26-prem-brentford-vs-brighton-hove-albion,94,Kayode,0,,0.8,
25-26-prem-brentford-vs-brighton-hove-albion,94,Pinnock,0,0.8,0.0,
25-26-prem-brentford-vs-brighton-hove-albion,94,Van den Berg,1,,0.0,
25-26-prem-brentford-vs-brighton-hove-albion,94,Schade,0,0.8,0.8,
25-26-prem-brentford-vs-brighton-hove-albion,94,Damsgaard,0,,0.0,
25-26-prem-brentford-vs-brighton-hove-albion,94,Henderson,1,,,
25-26-prem-brentford-vs-brighton-hove-albion,94,Janelt,1,,0.0,
25-26-prem-brentford-vs-brighton-hove-albion,94,Thiago,1,,0.8,
25-26-prem-brentford-vs-brighton-hove-albion,94,Nelson,0,0.8,0.8,
25-26-prem-brentford-vs-brighton-hove-albion,94,Bentt,0,,,
25-26-prem-brentford-vs-brighton-hove-albion,94,O.Dango,1,,,
25-26-prem-brentford-vs-brighton-hove-albion,94,Kelleher,1,,0.0,
25-26-prem-brentford-vs-brighton-hove-albion,94,Hickey,1,0.8,1.0,
25-26-prem-brentford-vs-brighton-hove-albion,94,Eyestone,0,,,
25-26-prem-brentford-vs-brighton-hove-albion,94,Valdimarsson,0,0.8,0.8,
25-26-prem-brentford-vs-brighton-hove-albion,94,Jensen,1,0.8,0.8,
25-26-prem-brentford-vs-brighton-hove-albion,94,Yarmoliuk,0,0.8,0.8,
25-26-prem-brentford-vs-brighton-hove-albion,94,Furo,0,0.8,,
25-26-prem-brentford-vs-brighton-hove-albion,94,Donovan,0,0.8,,
25-26-prem-brentford-vs-brighton-hove-albion,94,Balcombe,0,,,
25-26-prem-brentford-vs-brighton-hove-albion,36,Verbruggen,1,,0.0,
25-26-prem-brentford-vs-brighton-hove-albion,36,Boscagli,0,,0.2,
25-26-prem-brentford-vs-brighton-hove-albion,36,Mitoma,1,,0.0,
25-26-prem-brentford-vs-brighton-hove-albion,36,Georginio,0,,0.2,
25-26-prem-brentford-vs-brighton-hove-albion,36,Simmonds,0,,,
25-26-prem-brentford-vs-brighton-hove-albion,36,Groß,1,,,
25-26-prem-brentford-vs-brighton-hove-albion,36,Howell,0,,,
25-26-prem-brentford-vs-brighton-hove-albion,36,Baleba,0,,0.2,
25-26-prem-brentford-vs-brighton-hove-albion,36,Wieffer,1,,0.8,
25-26-prem-brentford-vs-brighton-hove-albion,36,Steele,0,,0.7,
25-26-prem-brentford-vs-brighton-hove-albion,36,Milner,1,,0.8,
25-26-prem-brentford-vs-brighton-hove-albion,36,Welbeck,1,,0.2,
25-26-prem-brentford-vs-brighton-hove-albion,36,F.Kadıoğlu,1,,0.2,
25-26-prem-brentford-vs-brighton-hove-albion,36,Igor,0,,0.8,
25-26-prem-brentford-vs-brighton-hove-albion,36,Tasker,0,,,
25-26-prem-brentford-vs-brighton-hove-albion,36,Hinshelwood,1,,0.2,
25-26-prem-brentford-vs-brighton-hove-albion,36,O'Riley,0,,0.2,
25-26-prem-brentford-vs-brighton-hove-albion,36,Oriola,0,,,
25-26-prem-brentford-vs-brighton-hove-albion,36,McGill,0,,,
25-26-prem-brentford-vs-brighton-hove-albion,36,De Cuyper,0,,0.2,
25-26-prem-brentford-vs-brighton-hove-albion,36,Dunk,1,,0.0,
25-26-prem-brentford-vs-brighton-hove-albion,36,Van Hecke,1,,0.0,
25-26-prem-brentford-vs-brighton-hove-albion,36,Veltman,0,,0.8,
25-26-prem-brentford-vs-brighton-hove-albion,36,March,0,,0.8,
25-26-prem-brentford-vs-brighton-hove-albion,36,Minteh,0,,0.8,
25-26-prem-brentford-vs-brighton-hove-albion,36,Gomez,1,,0.2,
25-26-prem-brentford-vs-brighton-hove-albion,36,Kostoulas,0,,,
25-26-prem-west-ham-united-vs-afc-bournemouth,21,Diouf,1,,0.2,
25-26-prem-west-ham-united-vs-afc-bournemouth,21,Kilman,0,,0.2,
25-26-prem-west-ham-united-vs-afc-bournemouth,21,Mavropanos,1,,0.8,
25-26-prem-west-ham-united-vs-afc-bournemouth,21,Scarles,0,,,
25-26-prem-west-ham-united-vs-afc-bournemouth,21,Wan-Bissaka,1,,0.2,
25-26-prem-west-ham-united-vs-afc-bournemouth,21,Souček,1,,0.2,
25-26-prem-west-ham-united-vs-afc-bournemouth,21,Summerville,1,,0.2,
25-26-prem-west-ham-united-vs-afc-bournemouth,21,Bowen,1,,0.2,
25-26-prem-west-ham-united-vs-afc-bournemouth,21,Hermansen,1,,,
25-26-prem-west-ham-united-vs-afc-bournemouth,21,M.Fernandes,1,,0.2,
25-26-prem-west-ham-united-vs-afc-bournemouth,21,Disasi,1,,0.8,
25-26-prem-west-ham-united-vs-afc-bournemouth,21,Todibo,0,0.2,0.2,
25-26-prem-west-ham-united-vs-afc-bournemouth,21,Walker-Peters,0,,0.2,
25-26-prem-west-ham-united-vs-afc-bournemouth,21,Wilson,0,0.2,,
25-26-prem-west-ham-united-vs-afc-bournemouth,21,Golambeckis,0,,,
25-26-prem-west-ham-united-vs-afc-bournemouth,21,S.Magassa,1,,,
25-26-prem-west-ham-united-vs-afc-bournemouth,21,Fabianski,0,0.8,0.8,
25-26-prem-west-ham-united-vs-afc-bournemouth,21,Mayers,0,,,
25-26-prem-west-ham-united-vs-afc-bournemouth,21,Mohamadou Kanté,0,,0.8,
25-26-prem-west-ham-united-vs-afc-bournemouth,21,Taty,1,,,
25-26-prem-west-ham-united-vs-afc-bournemouth,21,Lamadrid,0,,,
25-26-prem-west-ham-united-vs-afc-bournemouth,21,Adama,0,,,
25-26-prem-west-ham-united-vs-afc-bournemouth,21,Areola,0,,0.2,
25-26-prem-west-ham-united-vs-afc-bournemouth,91,Petrović,1,,0.2,
25-26-prem-west-ham-united-vs-afc-bournemouth,91,McKenna,0,,0.2,
25-26-prem-west-ham-united-vs-afc-bournemouth,91,Senesi,1,,0.2,
25-26-prem-west-ham-united-vs-afc-bournemouth,91,Smith,0,,0.8,
25-26-prem-west-ham-united-vs-afc-bournemouth,91,Truffert,1,,0.2,
25-26-prem-west-ham-united-vs-afc-bournemouth,91,Hill,1,,0.8,
25-26-prem-west-ham-united-vs-afc-bournemouth,91,Evanilson,1,,0.2,
25-26-prem-west-ham-united-vs-afc-bournemouth,91,Enes Ünal,0,,0.8,
25-26-prem-west-ham-united-vs-afc-bournemouth,91,Kroupi.Jr,1,0.2,0.8,0.2
25-26-prem-west-ham-united-vs-afc-bournemouth,91,Milosavljević,0,,,
25-26-prem-west-ham-united-vs-afc-bournemouth,91,Forster,0,,0.7,
25-26-prem-west-ham-united-vs-afc-bournemouth,91,Rayan,1,0.2,0.8,0.2
25-26-prem-west-ham-united-vs-afc-bournemouth,91,Tóth.A,0,,,
25-26-prem-west-ham-united-vs-afc-bournemouth,91,Mandas,0,,0.7,
25-26-prem-west-ham-united-vs-afc-bournemouth,91,Adams,1,0.8,0.8,0.8
25-26-prem-west-ham-united-vs-afc-bournemouth,91,DaCosta,0,,,
25-26-prem-west-ham-united-vs-afc-bournemouth,91,Stevens,0,,0.8,
25-26-prem-west-ham-united-vs-afc-bournemouth,91,Brooks,0,,0.8,
25-26-prem-west-ham-united-vs-afc-bournemouth,91,Akinmboni,0,,,
25-26-prem-west-ham-united-vs-afc-bournemouth,91,Diakité,0,,0.8,
25-26-prem-west-ham-united-vs-afc-bournemouth,91,Adli,1,,0.2,
25-26-prem-west-ham-united-vs-afc-bournemouth,91,A.Jimenez,1,,0.8,
25-26-prem-west-ham-united-vs-afc-bournemouth,91,Rees-Dottin,0,,,
25-26-prem-west-ham-united-vs-afc-bournemouth,91,Bevan,0,,,
25-26-prem-west-ham-united-vs-afc-bournemouth,91,Tavernier,0,0.8,0.2,0.8
25-26-prem-west-ham-united-vs-afc-bournemouth,91,Christie,0,,0.2,
25-26-prem-west-ham-united-vs-afc-bournemouth,91,Cook,0,,0.2,
25-26-prem-west-ham-united-vs-afc-bournemouth,91,Scott,1,,0.8,
25-26-prem-manchester-city-vs-newcastle-united,43,Semenyo,1,,,
25-26-prem-manchester-city-vs-newcastle-united,43,Trafford,0,,0.7,
25-26-prem-manchester-city-vs-newcastle-united,43,Guéhi,1,,0.2,
25-26-prem-manchester-city-vs-newcastle-united,43,Bettinelli,0,,0.7,
25-26-prem-manchester-city-vs-newcastle-united,43,Aït-Nouri,1,,0.2,
25-26-prem-manchester-city-vs-newcastle-united,43,Stones,0,,0.8,
25-26-prem-manchester-city-vs-newcastle-united,43,Lewis,0,,0.2,
25-26-prem-manchester-city-vs-newcastle-united,43,O'Reilly,1,,,
25-26-prem-manchester-city-vs-newcastle-united,43,Savinho,0,0.8,0.2,
25-26-prem-manchester-city-vs-newcastle-united,43,Cherki,0,0.2,0.8,
25-26-prem-manchester-city-vs-newcastle-united,43,Rodrigo,1,,0.0,
25-26-prem-manchester-city-vs-newcastle-united,43,N.Gonzalez,0,,0.8,
25-26-prem-manchester-city-vs-newcastle-united,43,Nypan,0,,,
25-26-prem-manchester-city-vs-newcastle-united,43,Gray,0,,,
25-26-prem-manchester-city-vs-newcastle-united,43,Heskey,0,,,
